kpi_id,kpi_key,kpi_name,pillar_id,unit,weight,min_ideal,max_ideal,invert,description,example,definition,iso_42001_clause,eu_ai_act_clause,eu_ai_act_chapter,iso_42001_chapter,coverage_category,regulatory_link,requirement_summary
cc1708a8-559b-45cb-97f7-0cd057d25afa,decision_traceability,Logged decision traceability,492d404f-a1f4-4764-87de-40088244a048,%,1,,,f,"Percentage of material model/system decisions with a recorded rationale, approver, and evidence trace linked to requirements.",78% (350 of 450 material decisions with rationale + approver + evidence),"Decision Traceability & Integrity: 
1. Core Objective
Ensures accountability by linking every material AI decision to a specific rationale, approver, and input set. It combines
content logging with tamper-evident security to create an unbreakable audit trail.
2. Key Performance Indicators (KPIs)
Definition
- Percentage of material decisions with recorded rationale and approver.
Calculation & Example
- Formula: (Decisions with trace / Total material decisions) * 100.
- Example: '78% (350 of 450 decisions with full trace)'.
- Tech Note: Must be tamper-evident (hash-chained).
3. Required Evidence
- Log Schema: Fields for input, output, rationale, approver.
- Crypto Proofs: Merkle proofs or hash-chains.
- Anchor Receipts: Daily timestamped proofs.
- Verification Reports: Confirmation of unbroken lineage.
4. Ownership & Timeline
- Owners: Platform/SRE, Security Team.
- Timeline: 2-4 weeks setup; daily verification thereafter.",ISO42001:8.5,Art. 12 Logging & Traceability,,,,,
1f463acf-a4a6-4947-a1ff-56a0cdfe137f,trust_backlog_coverage,Trust-in-backlog coverage,964ac6a4-9741-41d9-b24c-c7717c9fda1a,%,1,,,f,"Percentage of backlog items that are explicitly tagged with trust, risk, or compliance metadata (e.g., control mapping, risk ID).","74% (1,482 of 2,000 backlog items tagged with trust/risk metadata)","Trust-in-Backlog Coverage: 
1. Core Objective
Measures the integration of 'Trust & Risk' into the engineering workflow. Ensures compliance requirements are tracked
as first-class backlog items, not external paperwork.
2. Key Performance Indicators (KPIs)
Definition
- Percentage of backlog items tagged with trust/risk/compliance metadata.
Calculation & Example
- Formula: (Tagged Items / Total Items) * 100.
- Example: '74% (1,482 of 2,000 items tagged)'.
3. Required Evidence
- Jira/DevOps Query: Filter showing active backlog.
- Tagging Schema: List of mandatory tags (e.g., 'Risk-ID').
- Traceability: Links between stories and the Risk Register.
4. Ownership & Timeline
- Owners: Product Owners, Scrum Masters, PCL.
- Timeline: Continuous (Sprint Planning/Grooming).",ISO42001:10.2,Art. 17 QMS Continuous Improvement,,,,,
079b79b6-0e8f-4a56-9a36-b240e61a7fdf,cert_lead_time_days,Certification lead time,14893936-5bde-4978-b7ea-d0eed4a4cdf1,days,1,0,60,t,"Elapsed calendar days to achieve a new/renewed external certification (e.g., ISO, SOC) from project kickoff to award.","92 ((ISO 42001, certification/recertification from kick-off to award). Faster times indicate higher maturity.","Cert Lead Time / Evidence Readiness: 
1. Core Objective
Measures operational efficiency by tracking the elapsed time from project kickoff to 'submission-ready' status for external
audits (ISO 42001, SOC 2). Faster times indicate higher maturity.
2. Key Performance Indicators (KPIs)
Definition
- Elapsed calendar days from Kickoff to Readiness/Award.
Calculation & Target
- Metric: Days = (Time_Ready - Time_Kickoff).
- Target: Benchmark is often 30 days for evidence preparation.
- Score Formula: min(100, 100 * (30 / Actual Days)).
- Example: 'Kickoff Sep 1 -> Ready Sep 27 = 26 days'.
3. Required Evidence
- Timestamps: Dates for Kickoff and Evidence Acceptance.
- Artifacts: Project Charter or Gantt chart.
- Completion Proof: Auditor acceptance or GRC sign-off.
4. Ownership & Timeline
- Owners: Product Compliance Lead (PCL), PMO.
- Timeline: Duration based (Start to Finish).",ISO42001:8.6,Art. 43 Conformity Assessment,,,,,
147a2acf-8ddb-407c-b65f-39ffeb5a5ff5,data_quality_index,Data quality index,71083a27-557a-4e54-9bf6-5a0020074a0d,%,1,,,f,"Composite score of critical data quality dimensions (completeness, accuracy, timeliness, uniqueness) weighted and expressed as a percentage.","91% (weighted: completeness 0.95, accuracy 0.92, timeliness 0.88, uniqueness 0.89)","Data Quality Index:
1. Core Objective
Ensures the reliability and usability of data feeding AI models by measuring critical dimensions like completeness and
accuracy, preventing 'garbage in, garbage out' scenarios.
2. Key Performance Indicators (KPIs)
Definition & Dimensions
- Definition: Composite score of weighted data quality dimensions.
- Dimensions: Completeness, Accuracy, Timeliness, Uniqueness.
Calculation & Example
- Formula: Sum of (Dimension Score * Weight).
- Example: '91% (Completeness 0.95, Accuracy 0.92, etc.)'.
3. Required Evidence
- Data Quality Reports: Automated profiling from observability tools.
- Profiling Logs: Execution records of quality checks.
- Remediation Trackers: Records of fixed quality issues.
4. Ownership & Timeline
- Owners: Data Stewards, Data Engineers.
- Timeline: Continuous monitoring (daily/weekly).",ISO42001:8.2.2,Art. 10 Training & Test Data Quality,,,,,
88caeaca-70f2-476b-ac55-1107acdca47a,xai_ui_coverage,UI XAI coverage,492d404f-a1f4-4764-87de-40088244a048,%,1,,,f,Percentage of end‑user surfaces that provide explanations or transparency widgets for model outputs where applicable.,72% (13 of 18 user surfaces show explanations/transparency widgets),"UI XAI Coverage: 
1. Core Objective
Ensures transparency is surfaced to the end-user by measuring the presence of explanations (e.g., 'Why' tooltips) at
impactful decision points in the user interface.
2. Key Performance Indicators (KPIs)
Definition
- Percentage of impactful decision points/surfaces with XAI widgets.
Calculation & Guardrails
- Formula: (Points with XAI UX / Total impactful points) * 100.
- Guardrail: Cap score at 60 if coverage < 70% (High-Risk).
- Example: '72% (13 of 18 user surfaces show explanations)'.
3. Required Evidence
- UX Route Map: List of all decision points requiring transparency.
- Screenshots/Specs: Figma/designs showing the explanation UI.
- Telemetry: Data showing user engagement with 'Why' features.
4. Ownership & Timeline
- Owners: Product, UX, ML Engineering.
- Timeline: 1-3 sprints to design and ship.",ISO42001:8.4,Art. 13 Transparency Obligations,,,,,
ed7d495d-7346-4eb1-ab22-65091f037937,compliance_scorecard,Compliance Scorecard,964ac6a4-9741-41d9-b24c-c7717c9fda1a,%,1,,,f,Overall compliance adherence expressed as a percentage of mandatory controls passed vs. total applicable controls during the reporting period.,87% (65 of 75 mandatory controls passed this quarter),"Compliance Scorecard: 
1. Core Objective
Serves as the central 'health check' for the Governance pillar, translating qualitative requirements (ISO 42001, EU AI
Act) into a quantitative percentage to track overall project adherence.
2. Key Performance Indicators (KPIs)
Definition & Scope
- Definition: Percentage of mandatory controls passed vs. applicable.
- Scope: Maps to ISO 42001 and EU AI Act obligations.
Calculation & Example
- Formula: (Controls Met / Total Applicable Controls) * 100.
- Example: '87% (65 of 75 mandatory controls passed)'.
- Example: '82% met (41/50). Gaps: DSR restore test'.
3. Required Evidence
- Filled Scorecard: Checklist with Pass/Fail status for each item.
- Control Catalog: Mapping of checklist items to regulations.
- Gap Analysis: Record of specific findings for failed controls.
4. Ownership & Timeline
- Owners: Product Compliance Lead (PCL), GRC Analyst.
- Timeline: 1-2 weeks (initial pass); 1-2 days (updates).",ISO42001:9.2,Art. 17 Internal Controls,,,,,
e8657c9e-27a0-46d5-b661-77e94ca7e456,appeal_time_hours,Appeal/override time,56308af8-0b67-4754-a2d6-c02d1a37e3d9,hours,1,0,48,t,"Average time to process end‑user appeals or human overrides of automated decisions, from submission to resolution.",36 (avg hours over last 30 days; n=58 appeals),"Appeals Workflow MTTR: 
1. Core Objective
Ensures Human-Centered Resilience by providing users a quick path to redress (appeals) when AI decisions are
contested. Measures operational efficiency in correcting potential machine errors.
2. Key Performance Indicators (KPIs)
Definition
- Average hours to process appeals from submission to resolution.
Calculation & Target
- Target: <= 48 hours.
- Formula: Score = min(100, 100 * (48 / Actual Hours)).
- Example: '36 hours average (n=58 appeals) -> Score 100'.
3. Required Evidence
- Queue Logs: Start/End timestamps for every appeal case.
- Pause Rules: Documentation of valid delay reasons.
- Outcome Record: Log of upheld vs. overturned decisions.
4. Ownership & Timeline
- Owners: Customer Ops, PCL.
- Timeline: Continuous monitoring (rolling average).",ISO42001:8.4,Art. 14 Human Oversight (User Redress),,,,,
32ec5ff4-8eea-47d4-9ba8-8971180d9448,horizon_scan_days,Horizon-scan cadence (days),98965b90-a151-4ed2-89e1-a1226d51fb18,days,1,0,30,t,"Planned cycle time in days between regulatory/standards horizon‑scanning reviews (e.g., AI Act updates, ISO changes).",30 (monthly horizon-scan cadence is maintained),"Horizon-scan Cadence:
1. Core Objective
Prevents compliance drift by ensuring a systematic, monthly review of the external regulatory environment (e.g., AI Act
updates, ISO changes) to identify new obligations early.
2. Key Performance Indicators (KPIs)
Definition & Target
- Definition: Cycle time (days) between regulatory scans.
- Target: 30 days (Monthly).
Calculation & Example
- Formula: Score = min(100, 100 * (30 / Actual Days)).
- Example: 'Scans on Sep 1, Sep 29 -> 29 days -> Score 100'.
3. Required Evidence
- Scan Schedule: Calendar invites/process definition.
- Minutes/Logs: Records of the review and detected changes.
- Distribution: Proof findings were sent to owners.
4. Ownership & Timeline
- Owners: Regulatory Affairs / Compliance Intelligence.
- Timeline: Standing monthly rhythm.",ISO42001:4.2,Art. 17 QMS — Regulatory Updates,,,,,
7e61ce91-5a6f-4858-bf1d-db7f03881c95,preaudit_nc_closure,Pre-audit nonconformities (closure rate),14893936-5bde-4978-b7ea-d0eed4a4cdf1,%,1,,,f,Percentage of pre‑audit nonconformities closed before the formal audit window begins.,81% (26 of 32 pre-audit nonconformities closed before audit),"Pre-audit NC Closure:  
1. Core Objective
Ensures audit readiness by measuring the effectiveness of remediating known compliance gaps (nonconformities)
identified during internal mock audits before the formal external audit begins.
2. Key Performance Indicators (KPIs)
Definition
- Percentage of pre-audit nonconformities closed before the formal audit window.
Calculation & Example
- Formula: (Closed Pre-audit NCs / Total Pre-audit NCs) * 100.
- Example: '81% (26 of 32 pre-audit NCs closed before audit)'.
3. Required Evidence
- Internal Audit Report: List of findings from readiness assessment.
- CAPA Log/Tracker: Register showing status of each finding.
- Closure Proof: Evidence of fix + timestamp before audit start.
4. Ownership & Timeline
- Owners: Compliance Lead, Internal Audit.
- Timeline: 3-8 weeks prior to external certification.",ISO42001:10.2,Art. 17 QMS — Non-conformities,,,,,
aab8e0a5-9ae5-4618-9a85-2667586c2b65,control_ux_csat,Control UX satisfaction (0–10→%),56308af8-0b67-4754-a2d6-c02d1a37e3d9,%,1,,,f,"User‑reported satisfaction with control workflows (e.g., reviewers, approvers) converted from 0–10 scale to a percentage.",82% (mean 8.2/10 from 124 reviewer responses → 82%),"Control UX Satisfaction: 
1. Core Objective
Measures the usability of governance workflows for internal human reviewers. Ensures that 'Human-in-the-Loop' tools
are efficient and easy to use, preventing 'rubber-stamping' due to poor UX.
2. Key Performance Indicators (KPIs)
Definition
- User-reported satisfaction with control workflows (reviewers/approvers).
Calculation & Example
- Formula: Mean score (0-10) converted to percentage.
- Example: '82% (Mean 8.2/10 from 124 responses)'.
3. Required Evidence
- Survey Results: CSAT scores from internal reviewer surveys.
- Feedback Logs: Qualitative issues reported by compliance staff.
- Usage Metrics: Time-on-task or abandonment rates (optional).
4. Ownership & Timeline
- Owners: Product Design (UX), Compliance Ops, Tooling.
- Timeline: Continuous (micro-surveys) or Quarterly.",ISO42001:7.3,Art. 13 & Art. 14 User Experience & Clarity,,,,,
c5e99f02-01c6-461e-9e9c-aff8e52c9330,pii_minimisation,PII minimisation,71083a27-557a-4e54-9bf6-5a0020074a0d,%,1,,,f,"Percentage reduction or proportion of PII elements removed, masked, or not collected relative to baseline design.",67% (reduced collected PII fields from 12 to 4),"PII Minimisation (Privacy-by-design): 
1. Core Objective
Quantifies 'Privacy-by-Design' effectiveness by measuring the reduction of PII collection relative to a baseline design,
reducing privacy risks.
2. Key Performance Indicators (KPIs)
Definition
- Percentage reduction of PII elements removed, masked, or not collected.
Calculation & Example
- Formula: ((Baseline Fields - Current Fields) / Baseline Fields) * 100.
- Example: '67% (Reduced collected PII fields from 12 to 4)'.
3. Required Evidence
- Design Specs: Comparison of initial vs. final data schema.
- Data Dictionary: Catalog flagging PII and masked fields.
- Privacy Reviews: Approval logs for the reduced data scope.
4. Ownership & Timeline
- Owners: Privacy Ops, Data Stewards.
- Timeline: Assessed during design phase (Pre-GTM).",ISO42001:8.2.2,GDPR Art.5 + referenced in EU AI Act Art. 10,,,,,
5d6afe9a-5b2f-4a23-948a-7dcd948f6ed5,revalidation_coverage,Re-validation coverage,98965b90-a151-4ed2-89e1-a1226d51fb18,%,1,,,f,Percentage of models/systems that completed scheduled periodic re‑validation within the defined cycle.,90% (9 of 10 in-scope models re-validated this cycle),"Re-validation Coverage: 
1. Core Objective
Ensures long-term compliance and performance by tracking the percentage of models that undergo formal, scheduled
re-assessments (re-certification) to catch 'model rot' or regulatory misalignment.
2. Key Performance Indicators (KPIs)
Definition
- Percentage of models/systems that completed periodic re-validation.
Calculation & Example
- Formula: (Models re-validated / Models due) * 100.
- Example: '90% (9 of 10 in-scope models re-validated this cycle)'.
3. Required Evidence
- Schedule: Master calendar of due dates for model re-checks.
- Reports: Formal validation results (bias, performance checks).
- Sign-off: Approval records from Risk or Product leadership.
4. Ownership & Timeline
- Owners: Model Owners, Risk/Compliance Team.
- Timeline: Periodic (e.g., quarterly/annually per policy).",ISO42001:8.2.4,Art. 15 Continuous Validation,,,,,
83dd782a-528e-488f-ae7a-d1456e0daef5,vta_coverage,Vendor Trust Assessment coverage,14893936-5bde-4978-b7ea-d0eed4a4cdf1,%,1,,,f,"Share of in‑scope third‑party vendors with a completed, current trust assessment (security, privacy, AI risk).",95% (57 of 60 in-scope vendors have current VTAs),"Vendor Trust Assessment Coverage: 
1. Core Objective
Mitigates supply chain risk by ensuring third-party vendors (data, models, infra) undergo rigorous security, privacy, and
AI risk reviews. Mandatory for reaching 'Level 2 (Managed)' maturity.
2. Key Performance Indicators (KPIs)
Definition & Scope
- Definition: Share of vendors with completed, current assessments.
- Scope: Must cover Security, Privacy, and AI Risk.
Calculation & Example
- Formula: (Vendors with current VTAs / Total vendors) * 100.
- Example: '95% (57 of 60 in-scope vendors have current VTAs)'.
3. Required Evidence
- Vendor Inventory: Master list of in-scope suppliers.
- Assessment Records: Completed questionnaires or SOC2 reviews.
- Risk Register: Risk ratings (H/M/L) assigned post-assessment.
- Renewal Tracker: Monitoring for expired assessments.
4. Ownership & Timeline
- Owners: Procurement, InfoSec, Product Compliance Lead (PCL).
- Timeline: Onboarding + Annual Review.",ISO42001:8.2.2,Art. 10 Data Suitability,,,,,
02dace7b-e39e-4b33-9a91-6356c8e475b5,ip_cleanliness,IP/Copyright cleanliness,71083a27-557a-4e54-9bf6-5a0020074a0d,%,1,,,f,"Percentage of assets (data, models, code) with verified provenance/licensing and no copyright/IP violations detected.",98% (all datasets/models licensed; 1 flagged library remediated),"IP/Copyright Cleanliness (%):
1. Core Objective
Mitigates legal risks by ensuring all components (data, models, code) have verified provenance and are free from
copyright infringements or incompatible licenses.
2. Key Performance Indicators (KPIs)
Definition & Calculation
- Metric: Percentage of assets with verified provenance/licensing.
- Formula: (Components with cleared rights / Total components) * 100.
Targets & Benchmarks
- Expectation: Near 100% adherence.
- Example: '98% clean; 1 flagged library remediated.'
3. Required Evidence
- IP Review Reports: Scans of training data, prompts, and artifacts.
- Clean-Room Logs: Proof of isolated generation environments.
- Remediation Records: Confirmation that flagged violations were fixed.
4. Ownership & Timeline
- Owners: Legal (IP), Data Steward, Engineering.
- Timeline: Typically 1-3 weeks for a full audit sweep.",ISO42001:8.2.2,Art. 10 Data Legality & Licensing,,,,,
5a9a4a15-21f3-4ebf-8af8-cf5d29b7131b,reg_delta_rate,Reg-delta implementation rate,98965b90-a151-4ed2-89e1-a1226d51fb18,%,1,,,f,Percentage of identified regulatory deltas (new/changed obligations) implemented by the target due date.,88% (28 of 32 identified regulatory deltas implemented on time),"Reg-delta Implementation Rate: 
1. Core Objective
Ensures the AI system adapts to the changing regulatory landscape by measuring how effectively new obligations
(deltas) identified in horizon scans are implemented within required timeframes.
2. Key Performance Indicators (KPIs)
Definition
- Percentage of regulatory changes implemented by their due date.
Calculation & Example
- Formula: (Deltas implemented on time / Total applicable deltas) * 100.
- Option: Can be impact-weighted (Critical vs. Minor).
- Example: '88% (28 of 32 identified deltas implemented on time)'.
3. Required Evidence
- Delta Register: Log of changes with Impact Tier and SLA.
- Timestamps: 'Target Date' vs. 'Actual Verified Date'.
- Proof: Link to closed engineering tickets or policy updates.
4. Ownership & Timeline
- Owners: Regulatory Affairs (identify), PCL (track), Eng (fix).
- Timeline: Ongoing; typical SLAs 30/60/90 days.",ISO42001:6.3,Art. 17 QMS — Updating Procedures,,,,,
62aaf169-f037-45d8-9599-ef95c11c53fc,drift_monitor_coverage,Drift monitor coverage,98965b90-a151-4ed2-89e1-a1226d51fb18,%,1,,,f,Percentage of production models with active data/performance drift monitors configured and reporting.,92% (23 of 25 production models monitored),"Drift Monitor Coverage: 
1. Core Objective
Ensures AI systems maintain safety and compliance post-deployment by continuously monitoring for 'drift' (deviations in
data or behavior) to prevent silent failures.
2. Key Performance Indicators (KPIs)
Definition & Scope
- Definition: % of production models with active drift monitors.
- Scope: Data drift (inputs), model drift (outputs), behavioral drift.
Calculation & Target
- Formula: (Models with active monitors / Total models) * 100.
- Target: >= 80% coverage (achieved within 2-4 weeks).
- Example: '92% (23 of 25 production models monitored)'.
3. Required Evidence
- Active Monitors: Configs for data/model drift detection.
- Thresholds: Defined statistical limits (e.g., KL divergence).
- Dashboards: Real-time visibility into model health.
4. Ownership & Timeline
- Owners: ML Platform, Model Owners.
- Timeline: Continuous monitoring post-deployment.",ISO42001:9.1,Art. 15 Performance Monitoring,,,,,
